domain,table,entity,column,sql_type,kotlin_type,nullable,key,enum_values,relationship,notes
shared,users,UserEntity,updated_at,timestamp,OffsetDateTime?,yes,,,,@UpdateTimestamp; migration uses timestamp (no time zone); entity is OffsetDateTime
shared,user_role_assignments,UserRoleAssignmentEntity,id,uuid,UUID,no,PK,,,
shared,user_role_assignments,UserRoleAssignmentEntity,user_id,uuid,UUID,no,FK,,ManyToOne -> users,
shared,user_role_assignments,UserRoleAssignmentEntity,role,text,UserRole,no,,UserRole,,
shared,user_qualification_assignments,UserQualificationAssignmentEntity,id,uuid,UUID,no,PK,,,
shared,user_qualification_assignments,UserQualificationAssignmentEntity,user_id,uuid,UUID,no,FK,,ManyToOne -> users,
shared,user_qualification_assignments,UserQualificationAssignmentEntity,qualification,text,UserQualification,no,,UserQualification,,
shared,ap_areas,ApAreaEntity,id,uuid,UUID,no,PK,,,
shared,ap_areas,ApAreaEntity,name,text,String,no,,,,
shared,ap_areas,ApAreaEntity,identifier,text,String,no,,,,
shared,ap_areas,ApAreaEntity,default_cru1_management_area_id,uuid,UUID,yes,FK,,ManyToOne -> cas1_cru_management_areas,"nullable in DB (migration 20240919134254 DROP NOT NULL); JPA association is non-null"
shared,non_arrival_reasons,NonArrivalReasonEntity,id,uuid,UUID,no,PK,,,
shared,non_arrival_reasons,NonArrivalReasonEntity,name,text,String,no,,,,
shared,non_arrival_reasons,NonArrivalReasonEntity,is_active,boolean,Boolean,no,,,,
shared,non_arrival_reasons,NonArrivalReasonEntity,legacy_delius_reason_code,text,String?,yes,,,,
shared,beds,BedEntity,id,uuid,UUID,no,PK,,,
shared,beds,BedEntity,name,text,String,no,,,,
shared,beds,BedEntity,code,text,String?,yes,,,,
shared,beds,BedEntity,room_id,uuid,UUID,no,FK,,ManyToOne -> rooms,
shared,beds,BedEntity,created_date,date,LocalDate?,yes,,,,
shared,beds,BedEntity,start_date,date,LocalDate?,yes,,,,
shared,beds,BedEntity,end_date,date,LocalDate?,yes,,,,
shared,beds,BedEntity,created_at,timestamptz,OffsetDateTime,no,,,,@CreationTimestamp
shared,cancellation_reasons,CancellationReasonEntity,id,uuid,UUID,no,PK,,,
shared,cancellation_reasons,CancellationReasonEntity,name,text,String,no,,,,
shared,cancellation_reasons,CancellationReasonEntity,is_active,boolean,Boolean,no,,,,
shared,cancellation_reasons,CancellationReasonEntity,service_scope,text,String,no,,,,
shared,cancellation_reasons,CancellationReasonEntity,sort_order,integer,Int,no,,,,
shared,local_authority_areas,LocalAuthorityAreaEntity,id,uuid,UUID,no,PK,,,
shared,local_authority_areas,LocalAuthorityAreaEntity,identifier,text,String,no,,,,
shared,local_authority_areas,LocalAuthorityAreaEntity,name,text,String,no,,,,
shared,probation_regions,ProbationRegionEntity,id,uuid,UUID,no,PK,,,
shared,probation_regions,ProbationRegionEntity,name,text,String,no,,,,
shared,probation_regions,ProbationRegionEntity,ap_area_id,uuid,UUID?,yes,FK,,ManyToOne -> ap_areas,
shared,probation_regions,ProbationRegionEntity,delius_code,text,String,no,,,,@Deprecated
shared,probation_regions,ProbationRegionEntity,hpt_email,text,String?,yes,,,,
shared,bookings,BookingEntity,id,uuid,UUID,no,PK,,,
shared,bookings,BookingEntity,crn,text,String,no,,,,
shared,bookings,BookingEntity,arrival_date,date,LocalDate,no,,,,
shared,bookings,BookingEntity,departure_date,date,LocalDate,no,,,,
shared,bookings,BookingEntity,key_worker_staff_code,text,String?,yes,,,,@Deprecated
shared,bookings,BookingEntity,application_id,uuid,UUID?,yes,FK,,OneToOne -> applications,
shared,bookings,BookingEntity,offline_application_id,uuid,UUID?,yes,FK,,OneToOne -> offline_applications,
shared,bookings,BookingEntity,premises_id,uuid,UUID,no,FK,,ManyToOne -> premises,
shared,bookings,BookingEntity,bed_id,uuid,UUID?,yes,FK,,ManyToOne -> beds,
shared,bookings,BookingEntity,service,text,String,no,,,,
shared,bookings,BookingEntity,original_arrival_date,date,LocalDate,no,,,,
shared,bookings,BookingEntity,original_departure_date,date,LocalDate,no,,,,
shared,bookings,BookingEntity,created_at,timestamptz,OffsetDateTime,no,,,,
shared,bookings,BookingEntity,noms_number,text,String?,yes,,,,
shared,bookings,BookingEntity,status,text,BookingStatus?,yes,,BookingStatus,,
shared,bookings,BookingEntity,adhoc,boolean,Boolean?,yes,,,,
shared,bookings,BookingEntity,version,bigint,Long,no,,,,@Version
shared,bookings,BookingEntity,offender_name,text,String?,yes,,,,
shared,referral_rejection_reasons,ReferralRejectionReasonEntity,id,uuid,UUID,no,PK,,,
shared,referral_rejection_reasons,ReferralRejectionReasonEntity,name,text,String,no,,,,
shared,referral_rejection_reasons,ReferralRejectionReasonEntity,is_active,boolean,Boolean,no,,,,
shared,cancellations,CancellationEntity,id,uuid,UUID,no,PK,,,@Deprecated
shared,cancellations,CancellationEntity,date,date,LocalDate,no,,,,@Deprecated
shared,cancellations,CancellationEntity,cancellation_reason_id,uuid,UUID,no,FK,,ManyToOne -> cancellation_reasons,@Deprecated
shared,cancellations,CancellationEntity,notes,text,String?,yes,,,,@Deprecated
shared,cancellations,CancellationEntity,created_at,timestamptz,OffsetDateTime,no,,,,@Deprecated
shared,cancellations,CancellationEntity,booking_id,uuid,UUID,no,FK,,ManyToOne -> bookings,@Deprecated
shared,cancellations,CancellationEntity,other_reason,text,String?,yes,,,,@Deprecated
shared,characteristics,CharacteristicEntity,id,uuid,UUID,no,PK,,,
shared,characteristics,CharacteristicEntity,property_name,text,String?,yes,,,,
shared,characteristics,CharacteristicEntity,name,text,String,no,,,,
shared,characteristics,CharacteristicEntity,service_scope,text,String,no,,,,
shared,characteristics,CharacteristicEntity,model_scope,text,String,no,,,,
shared,characteristics,CharacteristicEntity,is_active,boolean,Boolean,no,,,,
shared,date_changes,DateChangeEntity,id,uuid,UUID,no,PK,,,@Deprecated
shared,date_changes,DateChangeEntity,changed_at,timestamptz,OffsetDateTime,no,,,,@Deprecated
shared,date_changes,DateChangeEntity,previous_arrival_date,date,LocalDate,no,,,,@Deprecated
shared,date_changes,DateChangeEntity,previous_departure_date,date,LocalDate,no,,,,@Deprecated
shared,date_changes,DateChangeEntity,new_arrival_date,date,LocalDate,no,,,,@Deprecated
shared,date_changes,DateChangeEntity,new_departure_date,date,LocalDate,no,,,,@Deprecated
shared,date_changes,DateChangeEntity,booking_id,uuid,UUID,no,FK,,ManyToOne -> bookings,@Deprecated
shared,date_changes,DateChangeEntity,changed_by_user_id,uuid,UUID,no,FK,,ManyToOne -> users,@Deprecated
shared,probation_delivery_units,ProbationDeliveryUnitEntity,id,uuid,UUID,no,PK,,,
shared,probation_delivery_units,ProbationDeliveryUnitEntity,name,text,String,no,,,,
shared,probation_delivery_units,ProbationDeliveryUnitEntity,delius_code,text,String?,yes,,,,
shared,probation_delivery_units,ProbationDeliveryUnitEntity,probation_region_id,uuid,UUID,no,FK,,ManyToOne -> probation_regions,
shared,appeals,AppealEntity,id,uuid,UUID,no,PK,,,
shared,appeals,AppealEntity,appeal_date,date,LocalDate,no,,,,
shared,appeals,AppealEntity,appeal_detail,text,String,no,,,,
shared,appeals,AppealEntity,decision,text,String,no,,,,
shared,appeals,AppealEntity,decision_detail,text,String,no,,,,
shared,appeals,AppealEntity,created_at,timestamptz,OffsetDateTime,no,,,,
shared,appeals,AppealEntity,application_id,uuid,UUID,no,FK,,ManyToOne -> applications,
shared,appeals,AppealEntity,assessment_id,uuid,UUID,no,FK,,ManyToOne -> assessments,
shared,appeals,AppealEntity,created_by_user_id,uuid,UUID,no,FK,,ManyToOne -> users,
shared,appeals,AppealEntity,version,bigint,Long,no,,,,@Version
shared,assessments,AssessmentEntity,id,uuid,UUID,no,PK,,,Base class (JOINED inheritance); discriminator service
shared,assessments,AssessmentEntity,service,text,String,no,,approved-premises|temporary-accommodation,,@DiscriminatorColumn(name=service)
shared,assessments,AssessmentEntity,application_id,uuid,UUID,no,FK,,ManyToOne -> applications,
shared,assessments,AssessmentEntity,data,jsonb,String?,yes,,,,@Type(JsonType)
shared,assessments,AssessmentEntity,document,jsonb,String?,yes,,,,@Type(JsonType)
shared,assessments,AssessmentEntity,allocated_to_user_id,uuid,UUID?,yes,FK,,ManyToOne -> users,
shared,assessments,AssessmentEntity,allocated_at,timestamptz,OffsetDateTime?,yes,,,,
shared,assessments,AssessmentEntity,reallocated_at,timestamptz,OffsetDateTime?,yes,,,,
shared,assessments,AssessmentEntity,created_at,timestamptz,OffsetDateTime,no,,,,
shared,assessments,AssessmentEntity,submitted_at,timestamptz,OffsetDateTime?,yes,,,,
shared,assessments,AssessmentEntity,decision,text,AssessmentDecision?,yes,,ACCEPTED|REJECTED,,
shared,assessments,AssessmentEntity,rejection_rationale,text,String?,yes,,,,
shared,assessments,AssessmentEntity,is_withdrawn,boolean,Boolean,no,,,,
shared,assessments,AssessmentEntity,due_at,timestamptz,OffsetDateTime?,yes,,,,
shared,assessments,AssessmentEntity,version,bigint,Long,no,,,,@Version
shared,approved_premises_assessments,ApprovedPremisesAssessmentEntity,id,uuid,UUID,no,PK,,OneToOne -> assessments,@DiscriminatorValue=approved-premises; @PrimaryKeyJoinColumn
shared,approved_premises_assessments,ApprovedPremisesAssessmentEntity,created_from_appeal,boolean,Boolean,no,,,,
shared,approved_premises_assessments,ApprovedPremisesAssessmentEntity,agree_with_short_notice_reason,boolean,Boolean?,yes,,,,
shared,approved_premises_assessments,ApprovedPremisesAssessmentEntity,agree_with_short_notice_reason_comments,text,String?,yes,,,,
shared,approved_premises_assessments,ApprovedPremisesAssessmentEntity,reason_for_late_application,text,String?,yes,,,,
shared,temporary_accommodation_assessments,TemporaryAccommodationAssessmentEntity,id,uuid,UUID,no,PK,,OneToOne -> assessments,@DiscriminatorValue=temporary-accommodation; @PrimaryKeyJoinColumn
shared,temporary_accommodation_assessments,TemporaryAccommodationAssessmentEntity,completed_at,timestamptz,OffsetDateTime?,yes,,,,
shared,temporary_accommodation_assessments,TemporaryAccommodationAssessmentEntity,summary_data,jsonb,String,no,,,,@Type(JsonType)
shared,temporary_accommodation_assessments,TemporaryAccommodationAssessmentEntity,referral_rejection_reason_id,uuid,UUID?,yes,FK,,ManyToOne -> referral_rejection_reasons,
shared,temporary_accommodation_assessments,TemporaryAccommodationAssessmentEntity,referral_rejection_reason_detail,text,String?,yes,,,,
shared,temporary_accommodation_assessments,TemporaryAccommodationAssessmentEntity,release_date,date,LocalDate?,yes,,,,
shared,temporary_accommodation_assessments,TemporaryAccommodationAssessmentEntity,accommodation_required_from_date,date,LocalDate?,yes,,,,
shared,assessment_clarification_notes,AssessmentClarificationNoteEntity,id,uuid,UUID,no,PK,,,
shared,assessment_clarification_notes,AssessmentClarificationNoteEntity,assessment_id,uuid,UUID,no,FK,,ManyToOne -> assessments,
shared,assessment_clarification_notes,AssessmentClarificationNoteEntity,created_by_user_id,uuid,UUID,no,FK,,ManyToOne -> users,
shared,assessment_clarification_notes,AssessmentClarificationNoteEntity,created_at,timestamptz,OffsetDateTime,no,,,,
shared,assessment_clarification_notes,AssessmentClarificationNoteEntity,query,text,String,no,,,,
shared,assessment_clarification_notes,AssessmentClarificationNoteEntity,response,text,String?,yes,,,,
shared,assessment_clarification_notes,AssessmentClarificationNoteEntity,response_received_on,date,LocalDate?,yes,,,,
shared,assessment_referral_history_notes,AssessmentReferralHistoryNoteEntity,id,uuid,UUID,no,PK,,,Base class (JOINED inheritance)
shared,assessment_referral_history_notes,AssessmentReferralHistoryNoteEntity,assessment_id,uuid,UUID,no,FK,,ManyToOne -> assessments,
shared,assessment_referral_history_notes,AssessmentReferralHistoryNoteEntity,created_at,timestamptz,OffsetDateTime,no,,,,
shared,assessment_referral_history_notes,AssessmentReferralHistoryNoteEntity,message,text,String,no,,,,
shared,assessment_referral_history_notes,AssessmentReferralHistoryNoteEntity,created_by_user_id,uuid,UUID,no,FK,,ManyToOne -> users,
shared,assessment_referral_history_user_notes,AssessmentReferralHistoryUserNoteEntity,id,uuid,UUID,no,PK,,OneToOne -> assessment_referral_history_notes,subclass
shared,assessment_referral_history_system_notes,AssessmentReferralHistorySystemNoteEntity,id,uuid,UUID,no,PK,,OneToOne -> assessment_referral_history_notes,subclass
shared,assessment_referral_history_system_notes,AssessmentReferralHistorySystemNoteEntity,type,text,ReferralHistorySystemNoteType,no,,SUBMITTED|UNALLOCATED|IN_REVIEW|READY_TO_PLACE|REJECTED|COMPLETED,,
shared,placement_applications_placeholder,PlacementApplicationPlaceholderEntity,id,uuid,UUID,no,PK,,,
shared,placement_applications_placeholder,PlacementApplicationPlaceholderEntity,application_id,uuid,UUID,no,FK,,ManyToOne -> applications,
shared,placement_applications_placeholder,PlacementApplicationPlaceholderEntity,submitted_at,timestamp,OffsetDateTime,no,,,,migration uses timestamp (no time zone); entity is OffsetDateTime
shared,placement_applications_placeholder,PlacementApplicationPlaceholderEntity,expected_arrival_date,timestamp,OffsetDateTime,no,,,,migration uses timestamp (no time zone); entity is OffsetDateTime
shared,placement_applications_placeholder,PlacementApplicationPlaceholderEntity,archived,boolean,Boolean,no,,,,
shared,extensions,ExtensionEntity,id,uuid,UUID,no,PK,,,@Deprecated
shared,extensions,ExtensionEntity,previous_departure_date,date,LocalDate,no,,,,@Deprecated
shared,extensions,ExtensionEntity,new_departure_date,date,LocalDate,no,,,,@Deprecated
shared,extensions,ExtensionEntity,notes,text,String?,yes,,,,@Deprecated
shared,extensions,ExtensionEntity,created_at,timestamptz,OffsetDateTime,no,,,,@Deprecated
shared,extensions,ExtensionEntity,booking_id,uuid,UUID,no,FK,,ManyToOne -> bookings,@Deprecated
shared,arrivals,ArrivalEntity,id,uuid,UUID,no,PK,,,@Deprecated
shared,arrivals,ArrivalEntity,arrival_date,date,LocalDate,no,,,,@Deprecated
shared,arrivals,ArrivalEntity,arrival_date_time,timestamptz,Instant,no,,,,@Deprecated
shared,arrivals,ArrivalEntity,expected_departure_date,date,LocalDate,no,,,,@Deprecated
shared,arrivals,ArrivalEntity,notes,text,String?,yes,,,,@Deprecated
shared,arrivals,ArrivalEntity,created_at,timestamptz,OffsetDateTime,no,,,,@Deprecated
shared,arrivals,ArrivalEntity,booking_id,uuid,UUID,no,FK,,ManyToOne -> bookings,@Deprecated
shared,premises,PremisesEntity,id,uuid,UUID,no,PK,,,Base class (JOINED inheritance); discriminator service
shared,premises,PremisesEntity,service,text,String,no,,approved-premises|temporary-accommodation,,@DiscriminatorColumn(name=service)
shared,premises,PremisesEntity,name,text,String,no,,,,
shared,premises,PremisesEntity,address_line1,text,String,no,,,,
shared,premises,PremisesEntity,address_line2,text,String?,yes,,,,
shared,premises,PremisesEntity,town,text,String?,yes,,,,
shared,premises,PremisesEntity,postcode,text,String,no,,,,
shared,premises,PremisesEntity,longitude,numeric,Double?,yes,,,,
shared,premises,PremisesEntity,latitude,numeric,Double?,yes,,,,
shared,premises,PremisesEntity,notes,text,String,no,,,,
shared,premises,PremisesEntity,email_address,text,String?,yes,,,,
shared,premises,PremisesEntity,probation_region_id,uuid,UUID,no,FK,,ManyToOne -> probation_regions,
shared,premises,PremisesEntity,local_authority_area_id,uuid,UUID?,yes,FK,,ManyToOne -> local_authority_areas,
shared,premises,PremisesEntity,status,text,PropertyStatus,no,,active|archived,,
shared,premises,PremisesEntity,created_at,timestamptz,OffsetDateTime,no,,,,@CreationTimestamp
shared,approved_premises,ApprovedPremisesEntity,id,uuid,UUID,no,PK,,OneToOne -> premises,@DiscriminatorValue=approved-premises; @PrimaryKeyJoinColumn
shared,approved_premises,ApprovedPremisesEntity,ap_code,text,String,no,,,,
shared,approved_premises,ApprovedPremisesEntity,q_code,text,String,no,,,,
shared,approved_premises,ApprovedPremisesEntity,point,geometry,Point?,yes,,,,PostGIS geometry
shared,approved_premises,ApprovedPremisesEntity,gender,text,ApprovedPremisesGender,no,,MAN|WOMAN,,
shared,approved_premises,ApprovedPremisesEntity,supports_space_bookings,boolean,Boolean,no,,,,
shared,approved_premises,ApprovedPremisesEntity,manager_details,text,String?,yes,,,,
shared,approved_premises,ApprovedPremisesEntity,full_address,text,String?,yes,,,,
shared,approved_premises,ApprovedPremisesEntity,cas1_cru_management_area_id,uuid,UUID,no,FK,,ManyToOne -> cas1_cru_management_areas,
shared,approved_premises,ApprovedPremisesEntity,allow_new_space_bookings,boolean,Boolean,no,,,,
shared,temporary_accommodation_premises,TemporaryAccommodationPremisesEntity,id,uuid,UUID,no,PK,,OneToOne -> premises,@DiscriminatorValue=temporary-accommodation; @PrimaryKeyJoinColumn
shared,temporary_accommodation_premises,TemporaryAccommodationPremisesEntity,start_date,date,LocalDate,no,,,,
shared,temporary_accommodation_premises,TemporaryAccommodationPremisesEntity,end_date,date,LocalDate?,yes,,,,
shared,temporary_accommodation_premises,TemporaryAccommodationPremisesEntity,probation_delivery_unit_id,uuid,UUID?,yes,FK,,ManyToOne -> probation_delivery_units,
shared,temporary_accommodation_premises,TemporaryAccommodationPremisesEntity,turnaround_working_day_count,integer,Int,no,,,,
shared,rooms,RoomEntity,id,uuid,UUID,no,PK,,,
shared,rooms,RoomEntity,name,text,String,no,,,,
shared,rooms,RoomEntity,code,text,String?,yes,,,,
shared,rooms,RoomEntity,notes,text,String?,yes,,,,
shared,rooms,RoomEntity,premises_id,uuid,UUID,no,FK,,ManyToOne -> premises,
shared,tasks,Task,id,uuid,UUID,no,PK,,,projection/view entity
shared,tasks,Task,created_at,timestamp,LocalDateTime,no,,,,
shared,tasks,Task,type,text,TaskEntityType,no,,ASSESSMENT|PLACEMENT_APPLICATION,,
shared,tasks,Task,person,text,String,no,,,,
shared,tasks,Task,allocated_to,text,String?,yes,,,,
shared,tasks,Task,completed_at,timestamp,LocalDateTime?,yes,,,,
shared,tasks,Task,decision,text,String?,yes,,,,
shared,domain_events,DomainEventEntity,id,uuid,UUID,no,PK,,,
shared,domain_events,DomainEventEntity,application_id,uuid,UUID?,yes,,,,
shared,domain_events,DomainEventEntity,assessment_id,uuid,UUID?,yes,,,,
shared,domain_events,DomainEventEntity,booking_id,uuid,UUID?,yes,,,,
shared,domain_events,DomainEventEntity,cas1_space_booking_id,uuid,UUID?,yes,,,,
shared,domain_events,DomainEventEntity,cas3_premises_id,uuid,UUID?,yes,,,,
shared,domain_events,DomainEventEntity,cas3_bedspace_id,uuid,UUID?,yes,,,,
shared,domain_events,DomainEventEntity,crn,text,String?,yes,,,,
shared,domain_events,DomainEventEntity,type,text,DomainEventType,no,,see DomainEventType enum (50+ values),,
shared,domain_events,DomainEventEntity,occurred_at,timestamptz,OffsetDateTime,no,,,,
shared,domain_events,DomainEventEntity,created_at,timestamptz,OffsetDateTime,no,,,,
shared,domain_events,DomainEventEntity,cas3_cancelled_at,timestamptz,OffsetDateTime?,yes,,,,
shared,domain_events,DomainEventEntity,cas3_transaction_id,uuid,UUID?,yes,,,,
shared,domain_events,DomainEventEntity,data,jsonb,String,no,,,,@Type(JsonType)
shared,domain_events,DomainEventEntity,service,text,String,no,,,,
shared,domain_events,DomainEventEntity,trigger_source,text,TriggerSourceType?,yes,,USER|SYSTEM,,
shared,domain_events,DomainEventEntity,triggered_by_user_id,uuid,UUID?,yes,,,,
shared,domain_events,DomainEventEntity,noms_number,text,String?,yes,,,,
shared,domain_events,DomainEventEntity,schema_version,integer,Int?,yes,,,,
shared,application_timeline_notes,ApplicationTimelineNoteEntity,id,uuid,UUID,no,PK,,,
shared,application_timeline_notes,ApplicationTimelineNoteEntity,application_id,uuid,UUID,no,,,,
shared,application_timeline_notes,ApplicationTimelineNoteEntity,created_by_user_id,uuid,UUID?,yes,FK,,ManyToOne -> users,
shared,application_timeline_notes,ApplicationTimelineNoteEntity,created_at,timestamp,OffsetDateTime,no,,,,migration uses timestamp (no time zone); entity is OffsetDateTime
shared,application_timeline_notes,ApplicationTimelineNoteEntity,body,text,String,no,,,,
shared,application_timeline_notes,ApplicationTimelineNoteEntity,cas1_space_booking_id,uuid,UUID?,yes,,,,
shared,application_timeline_notes,ApplicationTimelineNoteEntity,deleted_at,timestamptz,OffsetDateTime?,yes,,,,
shared,move_on_categories,MoveOnCategoryEntity,id,uuid,UUID,no,PK,,,
shared,move_on_categories,MoveOnCategoryEntity,name,text,String,no,,,,
shared,move_on_categories,MoveOnCategoryEntity,is_active,boolean,Boolean,no,,,,
shared,move_on_categories,MoveOnCategoryEntity,service_scope,text,String,no,,,,
shared,move_on_categories,MoveOnCategoryEntity,legacy_delius_category_code,text,String?,yes,,,,
shared,cache_refresh_exclusions_inmate_details,CacheRefreshExclusionsInmateDetailsEntity,noms_number,text,String,no,PK,,,
shared,cache_refresh_exclusions_inmate_details,CacheRefreshExclusionsInmateDetailsEntity,description,text,String,no,,,,
shared,placement_applications,PlacementApplicationEntity,id,uuid,UUID,no,PK,,,
shared,placement_applications,PlacementApplicationEntity,application_id,uuid,UUID,no,FK,,ManyToOne -> approved_premises_applications,
shared,placement_applications,PlacementApplicationEntity,created_by_user_id,uuid,UUID,no,FK,,ManyToOne -> users,
shared,placement_applications,PlacementApplicationEntity,data,jsonb,String?,yes,,,,@Type(JsonType)
shared,placement_applications,PlacementApplicationEntity,document,jsonb,String?,yes,,,,@Type(JsonType)
shared,placement_applications,PlacementApplicationEntity,created_at,timestamp,OffsetDateTime,no,,,,"migration uses timestamp (no time zone); entity is OffsetDateTime"
shared,placement_applications,PlacementApplicationEntity,submitted_at,timestamp,OffsetDateTime?,yes,,,,"migration uses timestamp (no time zone); entity is OffsetDateTime"
shared,placement_applications,PlacementApplicationEntity,allocated_to_user_id,uuid,UUID?,yes,FK,,ManyToOne -> users,
shared,placement_applications,PlacementApplicationEntity,allocated_at,timestamp,OffsetDateTime?,yes,,,,"migration uses timestamp (no time zone); entity is OffsetDateTime"
