domain,table,entity,column,sql_type,kotlin_type,nullable,key,enum_values,relationship,notes
cas2,cas_2_users,Cas2UserEntity,is_enabled,boolean,Boolean,no,,,,
cas2,cas_2_users,Cas2UserEntity,is_active,boolean,Boolean,no,,,,
cas2,cas_2_users,Cas2UserEntity,created_at,timestamptz,OffsetDateTime,no,,,,
cas2,cas_2_users,Cas2UserEntity,service_origin,text,Cas2ServiceOrigin,no,,BAIL|HDC,,
cas2,nomis_users,NomisUserEntity,id,uuid,UUID,no,PK,,,legacy; superseded by cas_2_users
cas2,nomis_users,NomisUserEntity,nomis_username,text,String,no,,,,
cas2,nomis_users,NomisUserEntity,nomis_staff_id,bigint,Long,no,,,,
cas2,nomis_users,NomisUserEntity,name,text,String,no,,,,
cas2,nomis_users,NomisUserEntity,account_type,text,String,no,,,,
cas2,nomis_users,NomisUserEntity,is_enabled,boolean,Boolean,no,,,,
cas2,nomis_users,NomisUserEntity,is_active,boolean,Boolean,no,,,,
cas2,nomis_users,NomisUserEntity,email,text,String?,yes,,,,
cas2,nomis_users,NomisUserEntity,active_caseload_id,text,String?,yes,,,,
cas2,nomis_users,NomisUserEntity,created_at,timestamptz,OffsetDateTime,no,,,,
cas2,external_users,ExternalUserEntity,id,uuid,UUID,no,PK,,,legacy; superseded by cas_2_users
cas2,external_users,ExternalUserEntity,username,text,String,no,,,,
cas2,external_users,ExternalUserEntity,is_enabled,boolean,Boolean,no,,,,
cas2,external_users,ExternalUserEntity,origin,text,String,no,,,,
cas2,external_users,ExternalUserEntity,name,text,String,no,,,,
cas2,external_users,ExternalUserEntity,email,text,String,no,,,,
cas2,external_users,ExternalUserEntity,created_at,timestamptz,OffsetDateTime,no,,,,
cas2,cas_2_application_assignments,Cas2ApplicationAssignmentEntity,id,uuid,UUID,no,PK,,,
cas2,cas_2_application_assignments,Cas2ApplicationAssignmentEntity,application_id,uuid,UUID,no,FK,,ManyToOne -> cas_2_applications,FetchType.LAZY
cas2,cas_2_application_assignments,Cas2ApplicationAssignmentEntity,prison_code,text,String,no,,,,
cas2,cas_2_application_assignments,Cas2ApplicationAssignmentEntity,allocated_pom_cas_2_user_id,uuid,UUID?,yes,FK,,ManyToOne -> cas_2_users,
cas2,cas_2_application_assignments,Cas2ApplicationAssignmentEntity,created_at,timestamptz,OffsetDateTime,no,,,,
cas2,cas_2_status_update_details,Cas2StatusUpdateDetailEntity,id,uuid,UUID,no,PK,,,
cas2,cas_2_status_update_details,Cas2StatusUpdateDetailEntity,status_detail_id,uuid,UUID,no,,,,
cas2,cas_2_status_update_details,Cas2StatusUpdateDetailEntity,label,text,String,no,,,,
cas2,cas_2_status_update_details,Cas2StatusUpdateDetailEntity,status_update_id,uuid,UUID,no,FK,,ManyToOne -> cas_2_status_updates,
cas2,cas_2_status_update_details,Cas2StatusUpdateDetailEntity,created_at,timestamptz,OffsetDateTime,no,,,,
