apCode,bedCode,roomNumber,bedCount,isSingle,isGroundFloor,isFullyFm,hasCrib7Bedding,hasSmokeDetector,isTopFloorVulnerable,isGroundFloorNrOffice,hasNearbySprinkler,isArsonSuitable,isArsonDesignated,hasArsonInsuranceConditions,isSuitedForSexOffenders,hasEnSuite,isWheelchairAccessible,hasWideDoor,hasStepFreeAccess,hasFixedMobilityAids,hasTurningSpace,hasCallForAssistance,isWheelchairDesignated,isStepFreeDesignated,notes
LONMEN2,TEST205,5,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN2,TEST206,6,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN2,TEST207,7,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN2,TEST208,8,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN2,TEST209,9,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN2,TEST210,10,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN2,TEST211,11,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN2,TEST212,12,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN2,TEST213,13,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN2,TEST214,14,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN2,TEST215,15,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN2,TEST216,16,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN2,TEST217,17,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN2,TEST218,18,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN2,TEST219,19,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN2,TEST220,20,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN2,TEST221,21/22,2,NO,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN2,TEST222,21/22,2,NO,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN2,TEST223,23,1,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN2,TEST224,24,1,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LONMEN2,TEST225,25,1,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,YES,YES,NO,NO,
LONMEN2,TEST226,26,1,YES,YES,YES,YES,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,
MIDSMEN1,TEST301,1,1,YES,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN1,TEST302,2,1,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN1,TEST303,3,1,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN1,TEST304,4,1,YES,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN1,TEST305,5,1,YES,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN1,TEST306,6,1,YES,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN1,TEST307,7,1,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN1,TEST308,8,1,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN1,TEST309,9,1,YES,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN1,TEST310,10,1,YES,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN1,TEST311,11,1,YES,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN1,TEST312,12,1,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN1,TEST313,13,1,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN1,TEST314,14,1,YES,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN1,TEST315,15,1,YES,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN1,TEST316,16,1,YES,YES,YES,NO,YES,NO,YES,YES,NO,NO,NO,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,
MIDSMEN1,TEST317,17,2,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,
MIDSMEN1,TEST318,17,2,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,
MIDSMEN1,TEST319,Annexe F1,1,YES,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,
MIDSMEN1,TEST320,Annexe F2,1,YES,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,
MIDSMEN1,TEST321,Annexe F3,1,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,
MIDSMEN1,TEST322,Annexe F4,1,YES,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,
MIDSMEN1,TEST323,Annexe F5,1,YES,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,
MIDSMEN1,TEST324,Annexe F6,1,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,
MIDSMEN2,TEST401,1,1,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN2,TEST402,2,1,YES,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN2,TEST403,3,1,YES,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN2,TEST404,4,1,YES,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN2,TEST405,5,1,YES,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN2,TEST406,6,1,YES,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN2,TEST407,7,1,YES,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN2,TEST408,8,1,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN2,TEST409,9,1,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN2,TEST410,10,1,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN2,TEST411,11,1,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN2,TEST412,12,1,YES,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN2,TEST413,13,1,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN2,TEST414,14,1,YES,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN2,TEST415,15,1,YES,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN2,TEST416,16,1,YES,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN2,TEST417,17,1,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN2,TEST418,18,1,YES,NO,YES,NO,YES,YES,NO,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN2,TEST419,19,1,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN2,TEST420,20,1,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN2,TEST421,21,1,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN2,TEST422,22,1,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN2,TEST423,23,1,YES,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
MIDSMEN2,TEST424,24,1,YES,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES,
MIDSMEN2,TEST425,25,1,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN1,TEST501,1,1,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN1,TEST502,2,1,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN1,TEST503,3,1,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN1,TEST504,4,1,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN1,TEST505,5,1,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN1,TEST506,6,1,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN1,TEST507,7,1,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN1,TEST508,8,1,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN1,TEST509,9,1,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN1,TEST510,10,1,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN1,TEST511,11,1,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN1,TEST512,12,1,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN1,TEST513,13,1,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN1,TEST514,14,1,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN1,TEST515,15,1,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN1,TEST516,16,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN1,TEST517,17,1,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN1,TEST518,18,1,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN1,TEST519,19,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN1,TEST520,20,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN1,TEST521,21,1,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,YES,NO,YES,NO,NO,YES,
NEMEN1,TEST522,22,1,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,YES,YES,NO,NO,NO,NO,YES,
NEMEN1,TEST523,23,1,YES,YES,YES,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,
NEMEN2,TEST601,G1,1,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES,
NEMEN2,TEST602,F1,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN2,TEST603,F2,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN2,TEST604,F3,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN2,TEST605,F4,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN2,TEST606,F5,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN2,TEST607,F6,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN2,TEST608,F7,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN2,TEST609,F8,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN2,TEST610,F9,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN2,TEST611,F10,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN2,TEST612,F11,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN2,TEST613,F12,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN2,TEST614,F13,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN2,TEST615,F14,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN2,TEST616,F15,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN2,TEST617,F16,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN2,TEST618,F17,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN2,TEST619,S1,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,
NEMEN2,TEST620,S2,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,
NEMEN2,TEST621,S3,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN2,TEST622,S4,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN2,TEST623,S5,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN2,TEST624,S6,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN2,TEST625,S7,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN2,TEST626,S8,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN3,TEST701,1,1,YES,YES,YES,YES,YES,NO,NO,YES,NO,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,
NEMEN3,TEST702,2,1,YES,YES,YES,YES,YES,NO,NO,YES,NO,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,
NEMEN3,TEST703,3,1,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,
NEMEN3,TEST704,4,1,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,
NEMEN3,TEST705,5,1,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,
NEMEN3,TEST706,6,1,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN3,TEST707,7,1,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN3,TEST708,8,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN3,TEST709,9,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN3,TEST710,10,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN3,TEST711,11,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN3,TEST712,12,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN3,TEST713,13,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN3,TEST714,14,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN3,TEST715,15,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN3,TEST716,16,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEMEN3,TEST717,17,2,NO,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,Only one bed in this room - to small to accommodate 2nd bed
NEMEN3,TEST718,17,2,NO,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,Only one bed in this room - to small to accommodate 2nd bed
NEWOMEN1,TEST801,1,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,YES,NO,YES,NO,NO,YES,
NEWOMEN1,TEST802,2,1,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,YES,NO,NO,NO,NO,YES,
